Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Necklace design (product.metafields.shopify.necklace-design),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Price / India,Compare At Price / India,Included / america,Price / america,Compare At Price / america,Status
ear-candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/4_4479f1c9-9cf7-4872-a6a7-56f802225a2f.jpg?v=1734460237,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ear-candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/5_0d77d08c-1795-43bb-9cfe-5212386d7085.jpg?v=1734460237,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ear-candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/3_f73f8a0d-bb54-45f3-be2e-b68a69e0418a.jpg?v=1734460237,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emerald-choker,Teardrop Necklace,"<p>Embrace understated elegance with the Teardrop Necklace. This necklace embodies minimalism at its finest, featuring a delicate chain that drapes effortlessly around your neck. But, the true star of the show is the faceted gemstones that catch the light with subtle brilliance, adding a touch of luxury to your everyday look.</p>
<p>Whether you prefer emeralds, a touch of green, or a classic gemstone, this necklace offers timeless sophistication that complements any outfit.</p>
<p>This is more than just an emerald necklace or a gold choker necklace, it's a versatile piece that elevates your style.</p>
<p><span style=""font-weight: 400;""><br></span></p>",tarohi,Apparel & Accessories > Jewelry > Necklaces,pendant,pendant,false,Title,Default Title,,,,,,,,Teardrop,0.0,shopify,0,continue,manual,699.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_51c547ef-eeb5-40bb-a6d9-015ebab3f4b1.jpg?v=1711834066,1,"",false,,,196,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,draft
emerald-choker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/2_66391fd1-81ce-475b-810f-9ee49a3af7e0.jpg?v=1711834066,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emerald-drops,Emerald Drops,"<p><strong>Founder’s note :</strong><br>Everyone who’s got it basically lives in it now. It’s simple but not boring, the green stones give it that perfect little twist. It’s our customer’s go-to gift pick—looks great solo, even better stacked!</p>",outrun,Apparel & Accessories > Jewelry > Necklaces,"","necklace, pendant",true,Color,silver,product.metafields.shopify.color-pattern,,,,,,,Emerald Drops-Silver,600.0,shopify,1,deny,manual,999.00,1299.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1539.jpg?v=1742232482,1,"",false,,A dainty necklace or choker. It comes in gold and silver and features emerald gemstones. Best gift for anniversary or birthdays. ,196,,,,,,,,,,,,,,silver; gold,,,imitation-jewelry,pendant-1,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1547.jpg?v=1742232482,kg,,,true,,,true,,,active
emerald-drops,,,,,,,,,gold,,,,,,,,Emerald Drops-Gold,600.0,shopify,2,deny,manual,899.00,1299.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1546.jpg?v=1742288766,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_1.jpg?v=1742232482,kg,,,,,,,,,
emerald-drops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_3.jpg?v=1742288766,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emerald-drops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_2.jpg?v=1742288766,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emerald-drops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1545.jpg?v=1742288766,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emerald-drops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_1.jpg?v=1742232482,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emerald-drops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1547.jpg?v=1742232482,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
everyday,Everyday,"<p><strong>Founder’s note :</strong><br>The name says it all—‘Everyday’. She’ll wear these constantly, so gift them and be the reason she thinks of you every morning. I call these my no-brainer earrings. They go with everything, never feel too much, and that little crystal drop? Just the right amount of sparkle.</p>",Strawb,Apparel & Accessories > Jewelry > Earrings,earring,ear,true,Title,Default Title,,,,,,,,everyday,40.0,shopify,1,deny,manual,699.00,1399.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2025-01-31-00h21m24s584.jpg?v=1738264450,1,"",false,,"Gold Crystal Drop Hoop Earrings, Minimal Daily Jewelry. Lightweight gold hoops with a delicate crystal drop—perfect for daily wear. Minimal, versatile, and gifting-friendly. Your no-brainer everyday pick.",,,adult,,,,,,,,,,adults,,gold; red; silver,stud; drop,metal,imitation-jewelry,,,,female,bamboo-bangle,,,,,kg,,120.00,true,,,true,,,active
everyday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2025-01-31-00h23m31s546.jpg?v=1738264481,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
everyday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2025-01-31-00h22m39s151.jpg?v=1738264481,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
everyday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2025-01-31-00h21m31s803.jpg?v=1738264481,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
everyday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2025-01-31-00h23m26s318.jpg?v=1738264481,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fettuccine,Fettuccine,"<p><strong>Founder’s note :</strong><br>Every girl needs a good snake chain. This one’s clean, sleek, and quietly bold. The kind of piece you don’t even realize you’re wearing—until someone compliments it. Once you find a good one, it becomes your go-to. Like this one did for me.<br></p>",Strawb,Apparel & Accessories > Jewelry > Necklaces,pendant,pendant,true,Color,silver,product.metafields.shopify.color-pattern,,,,,,,fettuccine-silver,48.0,shopify,2,deny,manual,699.00,1999.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/f1.jpg?v=1747324240,1,"",false,,"Gold & Silver Snake Chain Necklace for Women. Sleek, smooth, and timeless—this flat snake chain necklace in gold and silver finishes is perfect for everyday wear, layering, or gifting. Quietly bold and always on trend.",,,adult,,,,,,,,,,adults,,silver; gold,,gold,imitation-jewelry,pendant; chain-1,,,female,void,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/f1.jpg?v=1747324240,kg,,250.00,true,,,true,,,active
fettuccine,,,,,,,,,gold,,,,,,,,fettuccine-gold,48.0,shopify,3,deny,manual,699.00,2999.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/f6.jpg?v=1747324240,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_0947-2.jpg?v=1747324240,kg,,250.00,,,,,,,
fettuccine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_0947-2.jpg?v=1747324240,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fettuccine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_0939.jpg?v=1747324240,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fettuccine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_0938.jpg?v=1747324108,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fettuccine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_0940.jpg?v=1747324108,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fettuccine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_0941.jpg?v=1747324108,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fettuccine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_0942.jpg?v=1747324108,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fettuccine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_0943.jpg?v=1747324108,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fettuccine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_0944.jpg?v=1747324108,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fettuccine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_0945.jpg?v=1747324108,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fettuccine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_0946.jpg?v=1747324108,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forever-flower,Forever Flower,<p>A flower that lasts forever (not made out of plastic hehe). It's the perfect gift for a special someone or yourself ;)</p>,Strawb,Apparel & Accessories > Jewelry > Necklaces,pendant,pendant,true,Title,Default Title,,,,,,,,Forever Flower,48.0,shopify,20,deny,manual,999.00,1299.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-12-17-20h35m40s196-2.jpg?v=1734460042,1,"",false,,A flower necklace perfect gift for an anniversary or birthday. ,,,,,,,,,,,,,adults,,gold,,gold,imitation-jewelry,pendant,,,female,,,,,,kg,,120.00,true,,,true,,,active
forever-flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-12-17-20h40m16s308.jpg?v=1734460042,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forever-flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-12-17-20h40m25s434.jpg?v=1734460042,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
golden-dots,Golden Dots,<p>Tiny golden dots on your ears that shimmers from far far away. Simple &amp; basic. </p>,Strawb,Apparel & Accessories > Jewelry > Earrings,earring,"ear, studs",false,Title,Default Title,,,,,,,,Golden Dots,0.0,shopify,5,deny,manual,299.00,499.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5925.jpg?v=1732091778,1,"",false,,,194,,adult,,,,,,,,,,adults,,gold; dots,stud,gold,imitation-jewelry,,,,unisex,,,,,,kg,,20.00,true,,,true,,,draft
golden-dots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5811.jpg?v=1732091731,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
golden-dots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5928.jpg?v=1732091731,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
golden-geometry,Golden Geometry,"<p data-sourcepos=""1:1-1:47"">These pearl stud earrings are the perfect combination of minimalist elegance and geometric flair. The lustrous pearls are set in a simple, geometric design that is both modern and sophisticated. These earrings are versatile enough to be worn for any occasion, from a casual day out to a night on the town. </p>",vembley,Apparel & Accessories > Jewelry > Earrings,earring,ear,false,Title,Default Title,,,,,,,,Golden Geometry,0.0,shopify,20,continue,manual,699.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/3_e92b5ed0-dd03-4db3-9577-5db03502b0b4.jpg?v=1717249044,1,"",false,,,194,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,draft
golden-geometry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_dc805098-5d87-4347-bdff-7046931989cb.jpg?v=1717249044,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
golden-geometry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/2_5f6d20e5-1c80-40ce-a272-872503a641bf.jpg?v=1717249166,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
green-set,Green Set,<p>All things green </p>,Strawb,Apparel & Accessories > Jewelry > Bracelets,set,"combo, set",true,Title,Default Title,,,,,,,,Green Set,0.0,shopify,2,deny,manual,2499.00,3298.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/Express-collage_2.png?v=1728068544,1,"",false,,"Features a green v shape necklace, a green tennis bracelet. A very premium pick as a gift and personal wear",191,,adult,,,,,,,,,,adults,chain,green,,metal,imitation-jewelry,,,,unisex,,,,,,kg,,,true,,,true,,,active
green-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1_4697ab8a-a626-4c39-8b3f-9ade45f2bd38.jpg?v=1726086867,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
green-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-09-10-02h26m00s932_845c87cc-e316-4857-a4c7-83aa39f8a7e1.png?v=1728068522,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
green-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-09-10-02h27m20s424.png?v=1728068521,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
green-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-09-10-02h24m58s359.png?v=1746122787,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
green-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-09-10-02h24m30s971_b1d25bad-7f6c-4831-989f-1bf9abbc4994.png?v=1728068394,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heart-cord-set,Heart Melt,"<p><strong>Founder’s note :</strong><br>Sabrina Carpenter wore something like this, and yes—it’s giving. Not for the faint of heart. This heart drips attitude. It’s dramatic, it’s versatile, and it absolutely stands out. Doubles as a necklace and earring. Icon behavior. Gift it only if she’s got that edge.</p>",Strawb,Apparel & Accessories > Jewelry > Necklaces,pendant,pendant,true,Chose your style,Necklace,,,,,,,,fettuccine-1,48.0,shopify,3,deny,manual,799.00,2999.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/hm2.jpg?v=1748473116,1,"",false,,"Viral Heart Pendant Necklace Set – Red Gold Cord Jewelry. Black cord necklace with a dramatic red-gold heart pendant which has a dripping design. Statement jewelry that doubles as earrings. Bold, edgy, and perfect for gifting or turning heads.",,,adult,,,,,,,,,,adults,,gold; red,,acrylic,imitation-jewelry,pendant; cord,,,female,s-ring,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1560.jpg?v=1748516798,kg,,250.00,true,,,true,,,active
heart-cord-set,,,,,,,,,Earrings,,,,,,,,fettuccine-2,48.0,shopify,3,deny,manual,999.00,2999.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1559.jpg?v=1748473116,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/hm2.jpg?v=1748473116,kg,,250.00,,,,,,,
heart-cord-set,,,,,,,,,Necklace + Earrings,,,,,,,,fettuccine-3,48.0,shopify,2,deny,manual,1399.00,2999.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/hm4.jpg?v=1748516798,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,250.00,,,,,,,
heart-cord-set,,,,,,,,,Extra Rope,,,,,,,,fettuccine-4,48.0,shopify,6,deny,manual,99.00,2999.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/hm3.jpg?v=1748516798,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,250.00,,,,,,,
heart-cord-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1560.jpg?v=1748516798,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heart-cord-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1562.jpg?v=1748516798,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heart-cord-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1563.jpg?v=1748516798,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heart-cord-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1565.jpg?v=1748516798,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
justagirl,I'm Just a Girl,"<p>We are simple girls, we see pearl we buy it, that's all there is to these pearl earrings🎀</p>
<p>These are waterproof, anti-tarnish and cute as ever. One of our crowd favorites.</p>",outrun,Apparel & Accessories > Jewelry > Earrings,earring,ear,false,Title,Default Title,,,,,,,,IJAG - Rose Gold,0.0,shopify,18,continue,manual,999.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/1-2.jpg?v=1725918446,1,"",false,,,,,,,,,,,,,,,adults; teens,,gold,,stainless-steel,fine-jewelry; imitation-jewelry,,,,female,,,,,,kg,,,true,,,true,,,draft
justagirl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/2_12d089b0-ac5f-4feb-9e5f-c4da4b01d1c6.jpg?v=1725917226,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
justagirl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/3_a8a26d03-30ee-4d66-a93f-e5a02f3c4b7e.jpg?v=1725917300,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
justagirl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_8859.heic?v=1725877127,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
loop,Loop,<p><strong>Founder’s note :</strong><br>You’ve definitely seen this on your feed—and now it’s here. The perfect everyday stack. Two-in-one and super easy to style. Makes a fab gift for that friend who always wants to be in trend.</p>,outrun,Apparel & Accessories > Jewelry > Bracelets,bracelet,bracelet,true,Title,Default Title,,,,,,,,loop,100.0,shopify,-1,deny,manual,2222.00,4200.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1531.jpg?v=1744478357,1,"",false,,"The perfect Chunky Gold Bangle Bracelet for Women. Bold yet wearable. This intertwining gold bangle adds instant glam to any outfit. The perfect gift for fashion lovers, birthdays, or self-love.",,,adult,,,,,,,,,,adults,beaded; bangle,gold,,gold; metal,imitation-jewelry,,,,unisex,,,,,,kg,,300.00,true,,,true,,,active
loop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1528.jpg?v=1744478357,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
loop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_1534.jpg?v=1744478141,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
make-a-statement,Make A Statement,"<p><strong>Founder’s note :</strong><br>The shape is so unique, and that soft pearly white just glows. I'm lowkey obsessed. It’s adjustable too, so perfect for gifting—even if you don’t know her ring size. <br></p>",outrun,Apparel & Accessories > Jewelry > Rings,ring,ring,true,Title,Default Title,,,,,,,,MAS,0.0,shopify,0,continue,manual,699.00,999.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/mas.jpg?v=1725914277,1,"",false,,A white ring that stands out and creates a statement,,,adult,,,,,,,,,,teens; adults,,gold; white,,stainless-steel,imitation-jewelry; fine-jewelry,,,,female,,,,,,kg,,130.00,true,,,true,,,active
make-a-statement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-09-10-01h23m26s965.png?v=1725915133,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mermaids-necklace,Mermaid's Necklace,"<p>Straight from Atlantic, a beachy necklace only for the mermaids. </p>",Strawb,Apparel & Accessories > Jewelry > Necklaces,pendant,pendant,true,Title,Default Title,,,,,,,,Mermaids Necklace - Forever Flower,48.0,shopify,20,deny,manual,1899.00,2299.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-12-17-21h05m41s696-2.jpg?v=1734450890,1,"",false,,"Straight from Atlantic, a beachy necklace only for the mermaids. Inspired from the starfish ;)",,,,,,,,,,,,,adults,,gold,,gold,imitation-jewelry,pendant,,,female,,,,,,kg,,250.00,true,,,true,,,active
mermaids-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-12-17-21h06m02s690.jpg?v=1734450890,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mermaids-necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2024-12-17-21h06m38s487.jpg?v=1734450890,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mirchi,Mirchi,"<p><strong>Founder’s note :</strong><br>I made this thinking of Bombay &amp; Vada Pav—and somehow, it turned into everyone’s fav piece. Mirchi is small, spicy, and makes you feel like you did something right with your outfit. Gifting this? Just know they’ll talk about it. PS: we were wiped out during Valentine’s, so yeah… people get it.</p>",Strawb,Apparel & Accessories > Jewelry > Earrings,earring,ear,true,Title,Default Title,,,,,,,,Mirchi,40.0,shopify,1,deny,manual,799.00,1399.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/IMG_5224.jpg?v=1760969116,1,"Chilli, Chilli earring, mirchi earrings",false,,Chill shaped red earrings. Water proof earrings. Best valentine's gift. Best gift for anniversary or birthdays. ,,,adult,,,,,,,,,,adults,,gold; red,stud,metal,imitation-jewelry,,,,female,,,,,,kg,,120.00,true,,,true,,,active
mirchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2025-01-19-21h00m54s272.png?v=1760969116,2,"Chilli, Chilli earring, mirchi earrings",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mirchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/WhatsApp_Image_2025-10-02_at_12.54.36_PM_1.jpg?v=1760969116,3,"Chilli, Chilli earring, mirchi earrings",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mirchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0572/3137/6471/files/vlcsnap-2025-01-19-21h00m58s112.png?v=1760969116,4,"Chilli, Chilli earring, mirchi earrings",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
